slug,kind,parent_slug,proposed_title,edition_or_owned_detail,quantity,standalone,source_url,known_bgg_id,match_status,intake_notes,matching_notes
leviathan-wilds-deepvale,expansion,leviathan-wilds,Leviathan Wilds: Deepvale,,1,false,https://boardgamegeek.com/boardgameexpansion/427282/leviathan-wilds-deepvale,427282,matched-from-source,,
azul,game,,Azul,,1,false,https://boardgamegeek.com/boardgame/230802/azul,230802,matched-from-source,,
betrayal-at-house-on-the-hill,game,,Betrayal at House on the Hill,Second Edition,1,false,https://boardgamegeek.com/boardgame/10547/betrayal-at-house-on-the-hill,10547,matched-from-source,,
blokus,game,,Blokus,,1,false,https://boardgamegeek.com/boardgame/2453/blokus,2453,matched-from-source,,
star-munchkin-deluxe,game,,Star Munchkin Deluxe,Deluxe edition,1,false,https://boardgamegeek.com/boardgame/4095/star-munchkin,4095,matched-from-source,Deluxe is a version of the base BGG record.,
dice-throne-season-one,game,,Dice Throne: Season One,Kickstarter Standard Edition equivalent; four-character set in two two-character boxes,1,false,https://boardgamegeek.com/boardgame/216734/dice-throne-season-one,216734,matched-from-source,"Owned characters: Barbarian, Moon Elf, Pyromancer, and Shadow Thief; confirmed by owner.",
micromacro-crime-city-full-house,game,,MicroMacro: Crime City – Full House,,1,false,https://boardgamegeek.com/boardgame/338834/micromacro-crime-city-full-house,338834,matched-from-source,,
illiterati,game,,Illiterati,,1,false,https://boardgamegeek.com/boardgame/348602/illiterati,348602,matched-from-source,,
arcs,game,,Arcs,,1,false,https://boardgamegeek.com/boardgame/359871/arcs,359871,matched-from-source,,
root,game,,Root,,1,false,https://boardgamegeek.com/boardgame/237182/root,237182,matched-from-source,,
7-wonders-duel,game,,7 Wonders Duel,,1,false,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,173346,matched-from-source,,
dungeon-degenerates-hand-of-doom,game,,Dungeon Degenerates: Hand of Doom,,1,false,https://boardgamegeek.com/boardgame/210232/dungeon-degenerates-hand-of-doom,210232,matched-from-source,,
dungeon-degenerates-moon-madness-expansion-box,expansion,dungeon-degenerates-hand-of-doom,Dungeon Degenerates: Moon Madness Expansion Box,,1,false,https://boardgamegeek.com/boardgameexpansion/425905/dungeon-degenerates-moon-madness-expansion-box,425905,matched-from-source,BGG catalog title reconciled from the owner's shorthand.,
agricola-revised-edition,game,,Agricola (Revised Edition),Revised Edition (provisional),1,false,https://boardgamegeek.com/boardgame/200680/agricola-revised-edition,200680,matched-from-source,Owner believes this is the Revised Edition; verify from box later if convenient.,
marvel-champions-the-card-game,game,,Marvel Champions: The Card Game,,1,false,https://boardgamegeek.com/boardgame/285774/marvel-champions-the-card-game,285774,matched-from-source,,
arkham-horror-the-card-game-revised-core-set,game,,Arkham Horror: The Card Game (Revised Core Set),Revised Core Set,1,false,https://boardgamegeek.com/boardgame/359609/arkham-horror-the-card-game-revised-core-set,359609,matched-from-source,Confirmed by owner.,
arkham-horror-the-card-game-the-dunwich-legacy-campaign-expansion,expansion,arkham-horror-the-card-game-revised-core-set,Arkham Horror: The Card Game – The Dunwich Legacy: Campaign Expansion,Newer Campaign Expansion box,1,false,https://boardgamegeek.com/boardgame/347149/arkham-horror-the-card-game-the-dunwich-legacy-campaign-expansion,347149,matched-from-source,Confirmed by owner.,
arkham-horror-the-card-game-the-dunwich-legacy-investigator-expansion,expansion,arkham-horror-the-card-game-revised-core-set,Arkham Horror: The Card Game – The Dunwich Legacy: Investigator Expansion,Newer Investigator Expansion box,1,false,https://boardgamegeek.com/boardgame/347148/arkham-horror-the-card-game-the-dunwich-legacy-investigator-expansion,347148,matched-from-source,Confirmed by owner.,
gloomhaven,game,,Gloomhaven,,1,false,https://boardgamegeek.com/boardgame/174430/gloomhaven,174430,matched-from-source,,
twisted-cryptids,game,,Twisted Cryptids,,1,false,https://boardgamegeek.com/boardgame/429840/twisted-cryptids,429840,matched-from-source,,
hand-to-hand-wombat,game,,Hand-to-Hand Wombat,,1,false,https://boardgamegeek.com/boardgame/356909/hand-to-hand-wombat,356909,matched-from-source,,
gloomhaven-jaws-of-the-lion,game,,Gloomhaven: Jaws of the Lion,Standalone game,1,false,https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-of-the-lion,291457,matched-from-source,,
robot-quest-arena,game,,Robot Quest Arena,,1,false,https://boardgamegeek.com/boardgame/304668/robot-quest-arena,304668,matched-from-source,Confirmed by owner.,
buzzed-tower,game,,Buzzed Tower,What Do You Meme? model WSTD474,1,false,https://www.amazon.com/WHAT-DO-YOU-MEME-WSTD474/dp/B09T5L8XH4,,local-only,No BGG listing found. Keep as a local-metadata game using manufacturer details; adult drinking content should be flagged.,
one-night-ultimate-super-villains,game,,One Night Ultimate Super Villains,,1,false,https://boardgamegeek.com/boardgame/255293/one-night-ultimate-super-villains,255293,matched-from-source,Matched from owner-provided BGG link.,
the-resistance,game,,The Resistance,,1,false,https://boardgamegeek.com/boardgame/41114/the-resistance,41114,matched-from-source,,
codenames,game,,Codenames,,1,false,https://boardgamegeek.com/boardgame/178900/codenames,178900,matched-from-source,,
coup,game,,Coup,,1,false,https://boardgamegeek.com/boardgame/131357/coup,131357,matched-from-source,,
decrypto,game,,Decrypto,,1,false,https://boardgamegeek.com/boardgame/225694/decrypto,225694,matched-from-source,,
anomia,game,,Anomia,,1,false,https://boardgamegeek.com/boardgame/67877/anomia,67877,matched-from-source,,
hive,game,,Hive,,1,false,https://boardgamegeek.com/boardgame/2655/hive,2655,matched-from-source,,
the-game-of-things,game,,The Game of THINGS…,,1,false,https://boardgamegeek.com/boardgame/16549/the-game-of-things,16549,matched-from-source,Confirmed by owner.,
dominion-second-edition,game,,Dominion: Second Edition,Second Edition,1,false,https://boardgamegeek.com/boardgame/209418/dominion-second-edition,209418,matched-from-source,Confirmed by owner.,
dominion-menagerie,expansion,dominion-second-edition,Dominion: Menagerie,,1,false,https://boardgamegeek.com/boardgame/298043/dominion-menagerie,298043,matched-from-source,,
dominion-prosperity,expansion,dominion-second-edition,Dominion: Prosperity,,1,false,https://boardgamegeek.com/boardgame/66690/dominion-prosperity,66690,matched-from-source,,
dominion-empires,expansion,dominion-second-edition,Dominion: Empires,,1,false,https://boardgamegeek.com/boardgame/201999/dominion-empires,201999,matched-from-source,,
dominion-intrigue,expansion,dominion-second-edition,Dominion: Intrigue,,1,false,https://boardgamegeek.com/boardgame/40889/dominion-intrigue,40889,matched-from-source,,
dominion-nocturne,expansion,dominion-second-edition,Dominion: Nocturne,,1,false,https://boardgamegeek.com/boardgame/244115/dominion-nocturne,244115,matched-from-source,,
